word,vector
180297,"[-0.13522101938724518,-0.1153518557548523,-0.2196246087551117,0.025127016007900238,-0.13655582070350647]"
95311,"[-0.14633499085903168,0.01737820915877819,-0.15587401390075684,-0.04842386394739151,-0.054348383098840714]"
2752,"[0.014876117929816246,0.009259840473532677,0.06942720711231232,0.01731960102915764,0.01404720637947321]"
129313,"[-0.09823144972324371,-0.0647827610373497,0.0697484090924263,0.03080940432846546,0.025989770889282227]"
62,"[0.6005972623825073,-0.4862186014652252,-0.23340363800525665,0.3245401382446289,0.11471202224493027]"
552,"[0.19975672662258148,-0.27989843487739563,0.07876564562320709,-0.39921122789382935,0.3271009027957916]"
321,"[-0.08005412667989731,0.018918685615062714,-0.1109117642045021,-0.10313210636377335,-0.04185798764228821]"
2696,"[-0.13325875997543335,-0.1119869202375412,-0.05615582689642906,-0.07002079486846924,-0.08611983805894852]"
7236,"[-0.005891585722565651,-0.005907248705625534,0.07533121109008789,0.00047499174252152443,-0.10672260075807571]"
82041,"[-0.1495029330253601,0.0025039929896593094,-0.018132267519831657,-0.0911182090640068,-0.10742165148258209]"
168326,"[-0.38771864771842957,-0.02129390649497509,-0.3484925329685211,0.011359374970197678,-0.20279952883720398]"
31878,"[-0.28696680068969727,0.12479214370250702,-0.04733031243085861,0.053160931915044785,0.05238313600420952]"
5890,"[0.08996404707431793,-0.008108219131827354,-0.028567660599946976,0.04378185048699379,0.05565353110432625]"
6615,"[-0.03582574799656868,0.042786601930856705,-0.12090270221233368,0.07647768408060074,-0.10575079917907715]"
3868,"[-0.03682669997215271,0.18407447636127472,-0.12325941026210785,0.03008115664124489,-0.2053278237581253]"
8012,"[-0.033351972699165344,-0.043919604271650314,-0.12640030682086945,0.028424790129065514,-0.13126415014266968]"
4741,"[-0.16715268790721893,0.14228224754333496,0.012025869451463223,-0.04602952301502228,-0.09243202954530716]"
8917,"[-0.3367524743080139,0.08171570301055908,-0.11140312254428864,0.04295898601412773,0.160361185669899]"
2534,"[0.07787733525037766,0.08025358617305756,0.022201603278517723,-0.07163461297750473,0.02526179701089859]"
102684,"[-0.0053319986909627914,0.03787384182214737,-0.08513209968805313,-0.0038772081024944782,-0.08934789896011353]"
1684,"[-0.12546387314796448,-0.05137375369668007,0.014967258088290691,-0.05119331181049347,0.07461848855018616]"
60161,"[-0.11468043923377991,0.107467420399189,-0.1117703765630722,0.08352726697921753,0.06670678406953812]"
26059,"[-0.09443972259759903,0.07436543703079224,-0.06818810850381851,-0.05933617055416107,0.07237304747104645]"
171765,"[-0.029568908736109734,-0.023205306380987167,-0.15489895641803741,-0.006631233263760805,-0.06564868241548538]"
54004,"[-0.241842120885849,0.038904447108507156,-0.16857418417930603,-0.013969048857688904,-0.028062960132956505]"
7620,"[-0.06278500705957413,0.08501466363668442,-0.12818516790866852,0.042232297360897064,-0.07419692724943161]"
6629,"[-0.09798666089773178,0.01759829930961132,-0.06091274321079254,0.04295893758535385,-0.03389447554945946]"
80586,"[-0.06656552106142044,0.049533165991306305,0.044100768864154816,0.08780986070632935,0.027240116149187088]"
2126,"[-0.08912530541419983,-0.02194291166961193,0.01381312869489193,-0.018464775756001472,-0.0901356190443039]"
64969,"[-0.15533310174942017,0.06323710083961487,-0.29294756054878235,-0.009358350187540054,-0.1119849905371666]"
1608,"[-0.11074475944042206,-0.11817719787359238,0.14151668548583984,-0.10924127697944641,0.021932853385806084]"
119145,"[-0.40799015760421753,0.04570877179503441,-0.0693858191370964,-0.10312313586473465,-0.32316648960113525]"
93270,"[-0.10892895609140396,-0.05303007736802101,-0.1366814523935318,0.09311139583587646,-0.024076664820313454]"
64993,"[-0.047310009598731995,-0.07479280233383179,-0.049455396831035614,-0.05700699985027313,-0.05533035472035408]"
5010,"[0.06826510280370712,0.4824179708957672,-0.14853112399578094,0.011704235337674618,-0.3603983521461487]"
34405,"[-0.342285692691803,0.20075657963752747,-0.11450422555208206,0.10081233829259872,-0.02071346528828144]"
1235,"[-0.40643686056137085,-0.5037887096405029,0.6417153477668762,-0.3566262722015381,0.11417825520038605]"
1565,"[0.07292298972606659,-0.014812883920967579,0.11920259892940521,-0.05628027021884918,-0.04684321582317352]"
160527,"[0.03899059444665909,0.09874440729618073,0.0005421950481832027,0.04441333934664726,0.000871667405590415]"
73323,"[-0.16782766580581665,0.038530800491571426,-0.19625571370124817,-0.010326066054403782,-0.07915520668029785]"
6283,"[-0.170244961977005,0.14901182055473328,-0.14663457870483398,0.007237521465867758,-0.28956058621406555]"
81562,"[-0.38153567910194397,0.02934533730149269,-0.17535656690597534,0.0010502024088054895,0.03132499009370804]"
7297,"[0.05050720274448395,-0.11292458325624466,-0.014189694076776505,-0.0636923611164093,-0.09174665808677673]"
53956,"[0.06694445013999939,0.059916745871305466,-0.06596658378839493,0.09067247807979584,0.07167504727840424]"
580,"[0.013114449568092823,-0.053999654948711395,0.011951416730880737,-0.06841924041509628,0.028722072020173073]"
2201,"[-0.033305197954177856,0.06241424381732941,-0.09507392346858978,-0.09661029279232025,0.007806502748280764]"
33903,"[0.011349772103130817,-0.1366140991449356,0.03133229538798332,-0.03359774127602577,-0.05229353904724121]"
26184,"[-0.23018872737884521,-0.007353937719017267,-0.1993730664253235,-0.11765901744365692,-0.057276222854852676]"
1529,"[0.11355627328157425,0.03383698686957359,-0.019999615848064423,0.08620911836624146,0.016573553904891014]"
128594,"[-0.2038186639547348,0.07463743537664413,-0.04826705902814865,-0.09737823158502579,-0.10485858470201492]"
70599,"[-0.18510758876800537,0.08780266344547272,0.043477512896060944,-0.08702825009822845,-0.12159593403339386]"
67618,"[-0.10155431181192398,0.023396456614136696,-0.1002717986702919,0.01509886234998703,0.04978166148066521]"
101962,"[-0.23644675314426422,-0.04340314865112305,-0.16312862932682037,-0.11171925812959671,-0.09242270141839981]"
179119,"[-0.17943605780601501,0.16009853780269623,-0.1830628216266632,0.0976986289024353,-0.0032849295530468225]"
86000,"[-0.0390055775642395,0.040652547031641006,-0.07864360511302948,-0.047600433230400085,-0.0758562982082367]"
5008,"[-0.12327063083648682,0.19914211332798004,-0.16797098517417908,-0.06451337039470673,-0.2200930416584015]"
6119,"[-0.0862031877040863,0.07223429530858994,0.03538047522306442,-0.018233967944979668,-0.06477866321802139]"
101362,"[-0.022454872727394104,0.06624595820903778,-0.08983823657035828,0.017090007662773132,-0.07615803927183151]"
6604,"[-0.07463277876377106,-0.05567906051874161,0.018663853406906128,-0.05694153159856796,0.025715654715895653]"
537,"[0.031206365674734116,-0.12994509935379028,-0.0855298861861229,-0.060541246086359024,-0.10888773947954178]"
6567,"[-0.06318795680999756,0.0419762060046196,-0.0926436260342598,0.0011964928125962615,-0.10350055247545242]"
6188,"[-0.24294328689575195,0.19553637504577637,-0.11875969916582108,-0.08342158049345016,-0.12512096762657166]"
4175,"[-0.08592399209737778,0.016635024920105934,-0.16685694456100464,-0.017486639320850372,0.013968688435852528]"
54190,"[-0.19343988597393036,0.11289828270673752,-0.14557714760303497,0.022316986694931984,-0.14725810289382935]"
5427,"[-0.020211469382047653,0.07362367957830429,0.05299430340528488,0.1021323874592781,-0.0685931071639061]"
54910,"[-0.056292083114385605,0.06394636631011963,0.017262473702430725,-0.052138425409793854,-0.022108424454927444]"
135,"[0.14812077581882477,-0.22730590403079987,-0.13220328092575073,0.04841191694140434,0.117819644510746]"
3262,"[0.022742781788110733,0.0750681534409523,-0.0730903148651123,0.024259228259325027,-0.10848085582256317]"
71970,"[-0.04485480487346649,0.00010970607399940491,-0.056590694934129715,0.07164476811885834,0.06122051924467087]"
175303,"[-0.25549381971359253,0.04201309382915497,-0.2734299302101135,-0.0021697066258639097,-0.10075807571411133]"
3300,"[-0.10149715840816498,0.02590559422969818,-0.10694139450788498,0.07011840492486954,-0.21975353360176086]"
60303,"[-0.07927412539720535,-0.03352900967001915,-0.03590647503733635,0.021932898089289665,0.04922638460993767]"
8011,"[-0.1642809510231018,0.04282938316464424,-0.13255995512008667,-0.0612616166472435,-0.05031455308198929]"
2734,"[-0.027209775522351265,-0.06805489212274551,0.04484197497367859,0.11198556423187256,0.04409368708729744]"
1571,"[-0.07599776238203049,-0.003677783068269491,0.033126138150691986,-0.07291693985462189,0.017973706126213074]"
173619,"[-0.21718952059745789,0.02254747785627842,-0.42822667956352234,-0.02036629244685173,-0.20969942212104797]"
2925,"[-0.043211907148361206,0.07807092368602753,0.07039226591587067,0.10350533574819565,0.03042864240705967]"
82667,"[-0.058778226375579834,0.031167877838015556,-0.12343946844339371,-0.09630604088306427,-0.035811688750982285]"
1718,"[0.03342225030064583,-0.0445900596678257,0.06013019010424614,0.09414756298065186,-0.06693654507398605]"
7445,"[-0.11644087731838226,0.15107542276382446,-0.16923445463180542,0.17003263533115387,-0.11264398694038391]"
1250,"[-0.44051626324653625,-0.44141918420791626,0.8162018060684204,-0.4807179868221283,-0.06520918756723404]"
5872,"[-0.048551999032497406,0.11990504711866379,0.0713164210319519,-0.08864227682352066,-0.14593838155269623]"
26524,"[-0.2357984185218811,0.08051153272390366,-0.09153663367033005,0.05699942260980606,0.03854046389460564]"
2494,"[0.0001401742920279503,-0.01572854444384575,-0.027210036292672157,-0.09281672537326813,-0.08829926699399948]"
72226,"[-0.23414583504199982,0.3228278160095215,-0.3489307165145874,-0.06491898745298386,0.023674726486206055]"
50442,"[-0.01174646895378828,0.010002326220273972,-0.0705314353108406,0.013043737970292568,-0.0670611560344696]"
5308,"[-0.001561574637889862,0.050062451511621475,0.0031388141214847565,0.05005461722612381,0.05964963510632515]"
5062,"[-0.17418885231018066,0.06386662274599075,-0.29309698939323425,0.04554011672735214,-0.02727917768061161]"
7285,"[-0.22610941529273987,0.05740724131464958,-0.21497085690498352,0.005816441494971514,-0.09558112919330597]"
2475,"[-0.03896063193678856,-0.06691782921552658,0.018247850239276886,0.05135557800531387,-0.043012652546167374]"
869,"[-0.07018830627202988,0.11676286160945892,0.012723440304398537,0.04832201823592186,-0.06848349422216415]"
8157,"[-0.09359638392925262,0.03581005334854126,-0.10949089378118515,-0.055647872388362885,-0.09014956653118134]"
2691,"[-0.13020610809326172,0.0446506142616272,-0.021453283727169037,-0.09843987226486206,0.04866646230220795]"
121,"[-0.027189649641513824,-0.12049967050552368,0.08870553225278854,0.049651049077510834,0.029670413583517075]"
3374,"[0.05432360619306564,0.053834397345781326,0.02546975016593933,0.06836539506912231,-0.07790624350309372]"
343,"[0.018365172669291496,-0.07222574949264526,0.048375219106674194,0.08438919484615326,0.0023112050257623196]"
56869,"[-0.10030832141637802,0.08077909052371979,0.004622012376785278,0.0019504320807754993,0.005766815971583128]"
5239,"[-0.01606263406574726,0.006739098113030195,-0.009617523290216923,-0.07882526516914368,-0.08757476508617401]"
6984,"[-0.11699634790420532,0.011608957313001156,0.024114049971103668,0.025932149961590767,-0.0074066477827727795]"
31923,"[-0.0560714490711689,0.04315099120140076,-0.11165675520896912,-0.013872820883989334,0.07705725729465485]"
34162,"[-0.19248531758785248,0.2677781581878662,-0.05023173615336418,0.11469828337430954,0.038062483072280884]"
32862,"[-0.1236993670463562,-0.05332259088754654,0.06221930682659149,-0.022109657526016235,0.036395132541656494]"
523,"[-0.09433630108833313,-0.1656978577375412,-0.0169073436409235,-0.08850996941328049,0.0011272262781858444]"
131920,"[-0.09089617431163788,0.02909901924431324,-0.03751808777451515,0.02334936521947384,-0.04310377314686775]"
5165,"[-0.02035309188067913,0.05977743864059448,-0.050335805863142014,-0.0707668736577034,0.05575583875179291]"
79798,"[0.03545429930090904,-0.08880108594894409,-0.06701311469078064,-0.04424460232257843,0.09070508182048798]"
104078,"[-0.10246413946151733,-0.07735748589038849,-0.012123258784413338,0.029503431171178818,-0.08449045568704605]"
3077,"[-0.07449644058942795,0.07516269385814667,-0.019510820508003235,-0.06394222378730774,0.035086505115032196]"
829,"[-0.05826500058174133,-0.03259947896003723,-0.07448022812604904,-0.04409161955118179,-0.07216136902570724]"
122904,"[-0.2611236572265625,0.07109738141298294,-0.2289285808801651,-0.06664490699768066,-0.21068669855594635]"
71379,"[-0.06594274938106537,-0.023798104375600815,-0.03292439505457878,0.0945177674293518,-0.06716754287481308]"
7479,"[-0.08444283902645111,0.011023489758372307,-0.0018298998475074768,-0.020206425338983536,0.053533539175987244]"
4508,"[-0.08368478715419769,0.08023222535848618,-0.011110733263194561,-0.026358086615800858,-0.08176662027835846]"
27480,"[0.05078902095556259,0.06309539079666138,-0.07981515675783157,0.03515945374965668,-0.05679510161280632]"
88,"[0.038601189851760864,-0.07033409923315048,-0.08277188986539841,0.05357737094163895,-0.004182600416243076]"
3004,"[-0.06198310852050781,0.059992820024490356,0.00749471690505743,0.0025729909539222717,-0.049398940056562424]"
1131,"[-0.11873035132884979,-0.11199309676885605,0.26381736993789673,0.1011504977941513,0.3311880826950073]"
96608,"[-0.1816929429769516,-0.07110654562711716,-0.06216542422771454,0.014423459768295288,0.010329712182283401]"
48649,"[-0.09649086743593216,-0.07396156340837479,-0.0728498324751854,0.08059892058372498,-0.07000256329774857]"
421,"[0.13987284898757935,-0.16411976516246796,-0.009992934763431549,-0.07385721802711487,-0.02029961347579956]"
47725,"[-0.10171118378639221,0.040758732706308365,-0.10824894160032272,0.019255220890045166,-0.011522333137691021]"
27317,"[0.022534456104040146,0.023786719888448715,0.01410184521228075,-0.02358989045023918,-0.047376614063978195]"
450,"[-0.05612180754542351,-0.10923642665147781,0.021789124235510826,0.05235808715224266,0.054430779069662094]"
6887,"[-0.07986127585172653,0.05160245671868324,-0.14253348112106323,0.05368698388338089,-0.07497930526733398]"
48032,"[-0.03857562318444252,-0.045160964131355286,0.0259805079549551,0.0947795882821083,-0.07459662109613419]"
109846,"[-0.24191419780254364,0.018184976652264595,-0.2594048082828522,-0.0931447446346283,-0.02237100526690483]"
96737,"[-0.2753086984157562,0.11889024078845978,-0.10600916296243668,0.06232769787311554,-0.08730849623680115]"
83613,"[-0.12528634071350098,-0.029739227145910263,-0.15554335713386536,0.06392335891723633,-0.05246368423104286]"
4640,"[-0.07244288176298141,-0.03579479083418846,-0.10371165722608566,-0.01424174103885889,-0.12939825654029846]"
27801,"[-0.17282335460186005,0.15126365423202515,-0.20428882539272308,0.03966352716088295,-0.030235115438699722]"
87529,"[-0.08512236177921295,0.036295343190431595,-0.1689818650484085,0.004510017577558756,-0.01335902139544487]"
41828,"[-0.013124039396643639,0.07996386289596558,-0.13245435059070587,0.08506742119789124,0.047369614243507385]"
4158,"[-0.12247513234615326,0.009695748798549175,-0.10066379606723785,-0.09395798295736313,0.044225648045539856]"
159779,"[-0.08749688416719437,0.06292235106229782,-0.1033531203866005,-0.02775312028825283,-0.004533371888101101]"
4326,"[-0.01569019816815853,0.007549697533249855,-0.04074941948056221,-0.07993462681770325,-0.06228378415107727]"
1897,"[0.06438039243221283,0.019372310489416122,0.050313517451286316,-0.012047559954226017,0.001367846503853798]"
77,"[-0.06315942108631134,-0.07651407271623611,-0.005108000244945288,0.08450447767972946,-0.0383177325129509]"
34359,"[-0.05409076809883118,0.06846857070922852,-0.10580257326364517,0.07795421779155731,-0.06362279504537582]"
60943,"[0.07826409488916397,0.05966707319021225,-0.042676206678152084,-0.048688601702451706,-0.0971660390496254]"
4448,"[-0.27496203780174255,-0.012267063371837139,-0.3921078145503998,-0.16892646253108978,-0.1743743121623993]"
415,"[0.05899543687701225,0.07870998978614807,0.06886283308267593,0.07123512029647827,-0.09892861545085907]"
40,"[0.0010739108547568321,0.04149250313639641,0.06227421760559082,0.07624596357345581,-0.052888091653585434]"
166461,"[-0.4097920060157776,0.006166803650557995,-0.3618522882461548,-0.10215573012828827,-0.28793153166770935]"
26249,"[-0.031057721003890038,-0.06324057281017303,-0.08940983563661575,-0.03552164509892464,-0.042200688272714615]"
